ID,Modalitat,Colla_ID,Prioritat,anys_sense_captura,adjudicats,nova_prioritat,nou_anys_sense_captura
5640,A,Colla_306,4,0,0,2,1
5641,A,Colla_306,2,1,0,2,2
5642,A,Colla_306,4,0,0,2,1
5643,A,Colla_306,2,1,0,2,2
5644,A,Colla_306,4,0,0,2,1
5645,A,Colla_306,4,0,0,2,1
5646,A,Colla_306,2,1,1,4,0
5647,A,Colla_306,2,2,1,4,0
5648,A,Colla_306,2,1,1,4,0
5649,A,Colla_306,2,2,1,4,0
5650,A,Colla_307,2,2,1,4,0
5651,A,Colla_307,4,0,0,2,1
5652,A,Colla_307,2,2,1,4,0
5653,A,Colla_307,4,0,0,2,1
5654,A,Colla_307,4,0,0,2,1
5655,A,Colla_307,2,2,1,4,0
5656,A,Colla_307,2,1,0,2,2
5657,A,Colla_307,4,0,0,2,1
5658,A,Colla_307,4,0,0,2,1
5659,A,Colla_307,2,1,0,2,2
5660,A,Colla_307,2,1,1,4,0
5661,A,Colla_307,2,1,0,2,2
5662,A,Colla_307,4,0,0,2,1
5663,A,Colla_307,2,1,0,2,2
5664,A,Colla_307,2,1,1,4,0
5665,A,Colla_307,2,2,1,4,0
5666,A,Colla_308,2,2,1,4,0
5667,A,Colla_308,4,0,0,2,1
5668,A,Colla_308,2,1,0,2,2
5669,A,Colla_308,2,1,0,2,2
5670,A,Colla_308,4,0,0,2,1
5671,A,Colla_308,2,1,1,4,0
5672,A,Colla_308,4,0,0,2,1
5673,A,Colla_308,2,1,0,2,2
5674,A,Colla_308,4,0,0,2,1
5675,A,Colla_308,4,0,0,2,1
5676,A,Colla_308,2,2,1,4,0
5677,A,Colla_308,2,1,0,2,2
5678,A,Colla_308,4,0,0,2,1
5679,A,Colla_308,2,2,1,4,0
5680,A,Colla_308,2,1,1,4,0
5681,A,Colla_308,2,2,1,4,0
5682,A,Colla_309,4,0,0,2,1
5683,A,Colla_309,2,2,1,4,0
5684,A,Colla_309,4,0,0,2,1
5685,A,Colla_309,2,1,0,2,2
5686,A,Colla_309,2,1,1,4,0
5687,A,Colla_309,4,0,0,2,1
5688,A,Colla_309,4,0,0,2,1
5689,A,Colla_309,2,1,1,4,0
5690,A,Colla_309,2,1,1,4,0
5691,A,Colla_309,4,0,0,2,1
5692,A,Colla_309,4,0,0,2,1
5693,A,Colla_309,2,1,0,2,2
5694,A,Colla_309,2,1,0,2,2
5695,A,Colla_309,2,1,0,2,2
5696,A,Colla_309,2,2,1,4,0
5697,A,Colla_309,2,2,1,4,0
5698,A,Colla_310,4,0,0,2,1
5699,A,Colla_310,2,2,1,4,0
5700,A,Colla_310,2,1,1,4,0
5701,A,Colla_310,4,0,0,2,1
5702,A,Colla_310,4,0,0,2,1
5703,A,Colla_310,4,0,0,2,1
5704,A,Colla_310,2,1,0,2,2
5705,A,Colla_310,2,2,1,4,0
5706,A,Colla_310,2,1,1,4,0
5707,A,Colla_310,4,0,0,2,1
5708,A,Colla_310,2,2,1,4,0
5709,A,Colla_310,2,1,1,4,0
5710,A,Colla_310,4,0,0,2,1
5711,A,Colla_310,4,0,0,2,1
5712,A,Colla_310,2,1,0,2,2
5713,A,Colla_310,2,1,1,4,0
5714,A,Colla_311,2,1,0,2,2
5715,A,Colla_311,4,0,0,2,1
5716,A,Colla_311,2,2,1,4,0
5717,A,Colla_311,2,2,1,4,0
5718,A,Colla_311,2,1,0,2,2
5719,A,Colla_311,2,1,1,4,0
5720,A,Colla_311,2,2,1,4,0
5721,A,Colla_311,2,1,0,2,2
5722,A,Colla_311,4,0,0,2,1
5723,A,Colla_311,4,0,0,2,1
5724,A,Colla_311,4,0,0,2,1
5725,A,Colla_311,4,0,0,2,1
5726,A,Colla_311,4,0,0,2,1
5727,A,Colla_311,2,1,0,2,2
5728,A,Colla_311,2,2,1,4,0
5729,A,Colla_311,2,1,1,4,0
5730,A,Colla_312,2,2,1,4,0
5731,A,Colla_312,2,2,1,4,0
5732,A,Colla_312,4,0,0,2,1
5733,A,Colla_312,2,1,1,4,0
5734,A,Colla_312,2,1,0,2,2
5735,A,Colla_312,2,1,0,2,2
5736,A,Colla_312,4,0,0,2,1
5737,A,Colla_312,2,1,1,4,0
5738,A,Colla_312,2,1,1,4,0
5739,A,Colla_312,4,0,0,2,1
5740,A,Colla_312,4,0,0,2,1
5741,A,Colla_312,2,2,1,4,0
5742,A,Colla_312,4,0,0,2,1
5743,A,Colla_312,4,0,0,2,1
5744,A,Colla_312,2,2,1,4,0
5745,A,Colla_312,2,1,0,2,2
5746,A,Colla_313,4,0,0,2,1
5747,A,Colla_313,4,0,0,2,1
5748,A,Colla_313,2,2,1,4,0
5749,A,Colla_313,4,0,0,2,1
5750,A,Colla_313,2,1,0,2,2
5751,A,Colla_313,2,1,1,4,0
5752,A,Colla_313,2,1,0,2,2
5753,A,Colla_313,4,0,0,2,1
5754,A,Colla_313,2,1,1,4,0
5755,A,Colla_313,4,0,0,2,1
5756,A,Colla_313,2,1,0,2,2
5757,A,Colla_313,2,1,1,4,0
5758,A,Colla_313,4,0,0,2,1
5759,A,Colla_313,2,2,1,4,0
5760,A,Colla_313,2,2,1,4,0
5761,A,Colla_313,2,2,1,4,0
5762,A,Colla_314,4,0,0,2,1
5763,A,Colla_314,4,0,0,2,1
5764,A,Colla_314,2,2,1,4,0
5765,A,Colla_314,2,1,0,2,2
5766,A,Colla_314,2,1,0,2,2
5767,A,Colla_314,4,0,0,2,1
5768,A,Colla_314,4,0,0,2,1
5769,A,Colla_314,2,1,1,4,0
5770,A,Colla_314,2,2,1,4,0
5771,A,Colla_314,4,0,0,2,1
5772,A,Colla_314,2,2,1,4,0
5773,A,Colla_314,2,1,0,2,2
5774,A,Colla_314,4,0,0,2,1
5775,A,Colla_314,2,1,0,2,2
5776,A,Colla_314,2,2,1,4,0
5777,A,Colla_314,2,1,1,4,0
5778,A,Colla_315,2,1,0,2,2
5779,A,Colla_315,4,0,0,2,1
5780,A,Colla_315,4,0,0,2,1
5781,A,Colla_315,2,1,1,4,0
5782,A,Colla_315,2,2,1,4,0
5783,A,Colla_315,2,2,1,4,0
5784,A,Colla_315,4,0,0,2,1
5785,A,Colla_315,4,0,0,2,1
5786,A,Colla_315,4,0,0,2,1
5787,A,Colla_315,2,1,0,2,2
5788,A,Colla_315,2,1,0,2,2
5789,A,Colla_315,2,1,1,4,0
5790,A,Colla_315,2,1,1,4,0
5791,A,Colla_315,4,0,0,2,1
5792,A,Colla_315,2,2,1,4,0
5793,A,Colla_315,4,0,0,2,1
5794,A,Colla_316,2,2,1,4,0
5795,A,Colla_316,2,1,0,2,2
5796,A,Colla_316,2,2,1,4,0
5797,A,Colla_316,2,2,1,4,0
5798,A,Colla_316,2,1,0,2,2
5799,A,Colla_316,4,0,0,2,1
5800,A,Colla_316,4,0,0,2,1
5801,A,Colla_316,4,0,0,2,1
5802,A,Colla_316,2,1,0,2,2
5803,A,Colla_316,4,0,0,2,1
5804,A,Colla_316,2,1,1,4,0
5805,A,Colla_316,2,1,0,2,2
5806,A,Colla_316,4,0,0,2,1
5807,A,Colla_316,2,2,1,4,0
5808,A,Colla_316,2,1,1,4,0
5809,A,Colla_316,4,0,0,2,1
5810,A,Colla_317,2,1,0,2,2
5811,A,Colla_317,2,2,1,4,0
5812,A,Colla_317,2,1,0,2,2
5813,A,Colla_317,2,1,0,2,2
5814,A,Colla_317,2,1,1,4,0
5815,A,Colla_317,2,1,1,4,0
5816,A,Colla_317,2,2,1,4,0
5817,A,Colla_317,4,0,0,2,1
5818,A,Colla_317,4,0,0,2,1
5819,A,Colla_317,2,2,1,4,0
5820,A,Colla_317,4,0,0,2,1
5821,A,Colla_317,4,0,0,2,1
5822,A,Colla_317,4,0,0,2,1
5823,A,Colla_317,4,0,0,2,1
5824,A,Colla_317,4,0,0,2,1
5825,A,Colla_317,2,1,1,4,0
5826,A,Colla_318,4,0,0,2,1
5827,A,Colla_318,2,2,1,4,0
5828,A,Colla_318,4,0,0,2,1
5829,A,Colla_318,2,1,0,2,2
5830,A,Colla_318,2,1,0,2,2
5831,A,Colla_318,2,1,0,2,2
5832,A,Colla_318,2,1,1,4,0
5833,A,Colla_318,4,0,0,2,1
5834,A,Colla_318,2,2,1,4,0
5835,A,Colla_318,2,1,1,4,0
5836,A,Colla_318,2,2,1,4,0
5837,A,Colla_318,2,1,0,2,2
5838,A,Colla_318,2,2,1,4,0
5839,A,Colla_318,4,0,0,2,1
5840,A,Colla_318,4,0,0,2,1
5841,A,Colla_318,4,0,0,2,1
5842,A,Colla_319,2,2,1,4,0
5843,A,Colla_319,2,2,1,4,0
5844,A,Colla_319,2,1,0,2,2
5845,A,Colla_319,2,1,0,2,2
5846,A,Colla_319,2,1,0,2,2
5847,A,Colla_319,4,0,0,2,1
5848,A,Colla_319,2,1,1,4,0
5849,A,Colla_319,2,1,0,2,2
5850,A,Colla_319,4,0,0,2,1
5851,A,Colla_319,4,0,0,2,1
5852,A,Colla_319,4,0,0,2,1
5853,A,Colla_319,4,0,0,2,1
5854,A,Colla_319,2,2,1,4,0
5855,A,Colla_319,2,2,1,4,0
5856,A,Colla_319,4,0,0,2,1
5857,A,Colla_319,2,1,1,4,0
5858,A,Colla_320,4,0,0,2,1
5859,A,Colla_320,2,1,0,2,2
5860,A,Colla_320,2,1,0,2,2
5861,A,Colla_320,2,1,1,4,0
5862,A,Colla_320,2,1,1,4,0
5863,A,Colla_320,2,1,0,2,2
5864,A,Colla_320,4,0,0,2,1
5865,A,Colla_320,4,0,0,2,1
5866,A,Colla_320,2,1,1,4,0
5867,A,Colla_320,2,1,0,2,2
5868,A,Colla_320,4,0,0,2,1
5869,A,Colla_320,2,2,1,4,0
5870,A,Colla_320,2,2,1,4,0
5871,A,Colla_320,4,0,0,2,1
5872,A,Colla_320,4,0,0,2,1
5873,A,Colla_320,2,2,1,4,0
5874,A,Colla_321,2,2,1,4,0
5875,A,Colla_321,4,0,0,2,1
5876,A,Colla_321,2,1,1,4,0
5877,A,Colla_321,4,0,0,2,1
5878,A,Colla_321,2,2,1,4,0
5879,A,Colla_321,2,1,0,2,2
5880,A,Colla_321,4,0,0,2,1
5881,A,Colla_321,2,1,0,2,2
5882,A,Colla_321,2,1,1,4,0
5883,A,Colla_321,2,2,1,4,0
5884,A,Colla_321,2,1,1,4,0
5885,A,Colla_321,4,0,0,2,1
5886,A,Colla_321,4,0,0,2,1
5887,A,Colla_321,2,1,1,4,0
5888,A,Colla_321,4,0,0,2,1
5889,A,Colla_321,4,0,0,2,1
5890,A,Colla_322,2,2,1,4,0
5891,A,Colla_322,4,0,0,2,1
5892,A,Colla_322,2,2,1,4,0
5893,A,Colla_322,4,0,0,2,1
5894,A,Colla_322,2,1,1,4,0
5895,A,Colla_322,4,0,0,2,1
5896,A,Colla_322,2,1,0,2,2
5897,A,Colla_322,2,1,1,4,0
5898,A,Colla_322,4,0,0,2,1
5899,A,Colla_322,4,0,0,2,1
5900,A,Colla_322,2,1,0,2,2
5901,A,Colla_322,4,0,0,2,1
5902,A,Colla_322,2,1,0,2,2
5903,A,Colla_322,2,2,1,4,0
5904,A,Colla_322,2,2,1,4,0
5905,A,Colla_322,2,1,0,2,2
5906,A,Colla_323,2,1,0,2,2
5907,A,Colla_323,2,1,1,4,0
5908,A,Colla_323,4,0,0,2,1
5909,A,Colla_323,2,2,1,4,0
5910,A,Colla_323,2,2,1,4,0
5911,A,Colla_323,4,0,0,2,1
5912,A,Colla_323,4,0,0,2,1
5913,A,Colla_323,2,2,1,4,0
5914,A,Colla_323,4,0,0,2,1
5915,A,Colla_323,4,0,0,2,1
5916,A,Colla_323,2,1,0,2,2
5917,A,Colla_323,2,2,1,4,0
5918,A,Colla_323,4,0,0,2,1
5919,A,Colla_323,2,1,1,4,0
5920,A,Colla_323,2,1,0,2,2
5921,A,Colla_323,2,1,0,2,2
5922,A,Colla_324,4,0,0,2,1
5923,A,Colla_324,2,1,1,4,0
5924,A,Colla_324,2,2,1,4,0
5925,A,Colla_324,2,2,1,4,0
5926,A,Colla_324,2,2,1,4,0
5927,A,Colla_324,2,1,1,4,0
5928,A,Colla_324,2,1,0,2,2
5929,A,Colla_324,4,0,0,2,1
5930,A,Colla_324,2,1,0,2,2
5931,A,Colla_324,4,0,0,2,1
5932,A,Colla_324,4,0,0,2,1
5933,A,Colla_324,4,0,0,2,1
5934,A,Colla_324,2,2,1,4,0
5935,A,Colla_324,4,0,0,2,1
5936,A,Colla_324,2,1,1,4,0
5937,A,Colla_324,2,1,0,2,2
5938,A,Colla_325,2,1,1,4,0
5939,A,Colla_325,4,0,0,2,1
5940,A,Colla_325,2,2,1,4,0
5941,A,Colla_325,2,2,1,4,0
5942,A,Colla_325,2,1,0,2,2
5943,A,Colla_325,4,0,0,2,1
5944,A,Colla_325,4,0,0,2,1
5945,A,Colla_325,2,2,1,4,0
5946,A,Colla_325,2,1,1,4,0
5947,A,Colla_325,4,0,0,2,1
5948,A,Colla_325,2,1,1,4,0
5949,A,Colla_325,2,1,0,2,2
5950,A,Colla_325,2,1,1,4,0
5951,A,Colla_325,4,0,0,2,1
5952,A,Colla_325,4,0,0,2,1
5953,A,Colla_325,2,1,0,2,2
5954,A,Colla_326,2,2,1,4,0
5955,A,Colla_326,2,2,1,4,0
5956,A,Colla_326,2,2,1,4,0
5957,A,Colla_326,2,1,0,2,2
5958,A,Colla_326,2,1,1,4,0
5959,A,Colla_326,4,0,0,2,1
5960,A,Colla_326,4,0,0,2,1
5961,A,Colla_326,2,2,1,4,0
5962,A,Colla_326,4,0,0,2,1
5963,A,Colla_326,2,1,0,2,2
5964,A,Colla_326,4,0,0,2,1
5965,A,Colla_326,4,0,0,2,1
5966,A,Colla_326,2,1,1,4,0
5967,A,Colla_326,2,1,0,2,2
5968,A,Colla_326,2,1,0,2,2
5969,A,Colla_326,4,0,0,2,1
5970,A,Colla_327,4,0,0,2,1
5971,A,Colla_327,2,1,1,4,0
5972,A,Colla_327,2,1,1,4,0
5973,A,Colla_327,4,0,0,2,1
5974,A,Colla_327,2,2,1,4,0
5975,A,Colla_327,2,1,0,2,2
5976,A,Colla_327,4,0,0,2,1
5977,A,Colla_327,4,0,0,2,1
5978,A,Colla_327,2,2,1,4,0
5979,A,TrackedColla_6_1,4,0,1,4,0
5980,A,Colla_327,2,1,1,4,0
5981,A,Colla_327,4,0,0,2,1
5982,A,Colla_327,4,0,0,2,1
5983,A,Colla_327,2,2,1,4,0
5984,A,Colla_327,2,1,0,2,2
5985,A,Colla_327,2,1,0,2,2
5986,A,Colla_328,4,0,0,2,1
5987,A,Colla_328,4,0,0,2,1
5988,A,Colla_328,4,0,0,2,1
5989,A,Colla_328,2,1,0,2,2
5990,A,Colla_328,2,2,1,4,0
5991,A,Colla_328,2,2,1,4,0
5992,A,Colla_328,2,1,0,2,2
5993,A,Colla_328,4,0,0,2,1
5994,A,Colla_328,2,1,1,4,0
5995,A,Colla_328,2,1,0,2,2
5996,A,Colla_328,2,1,1,4,0
5997,A,Colla_328,4,0,0,2,1
5998,A,Colla_328,2,1,0,2,2
5999,A,Colla_328,2,2,1,4,0
6000,A,Colla_328,2,2,1,4,0
6001,A,Colla_328,4,0,0,2,1
6002,A,Colla_329,2,1,1,4,0
6003,A,Colla_329,2,2,1,4,0
6004,A,Colla_329,2,1,0,2,2
6005,A,TrackedColla_4_3,2,1,0,2,2
6006,A,Colla_329,2,2,1,4,0
6007,A,Colla_329,2,1,0,2,2
6008,A,Colla_329,2,1,1,4,0
6009,A,Colla_329,2,2,1,4,0
6010,A,Colla_329,4,0,0,2,1
6011,A,Colla_329,4,0,0,2,1
6012,A,Colla_329,2,1,1,4,0
6013,A,Colla_329,4,0,0,2,1
6014,A,Colla_329,4,0,0,2,1
6015,A,Colla_329,4,0,0,2,1
6016,A,Colla_329,4,0,0,2,1
6017,A,Colla_329,2,1,0,2,2
6018,A,Colla_330,4,0,0,2,1
6019,A,Colla_330,2,1,0,2,2
6020,A,Colla_330,2,1,0,2,2
6021,A,Colla_330,2,1,0,2,2
6022,A,Colla_330,2,2,1,4,0
6023,A,Colla_330,4,0,0,2,1
6024,A,Colla_330,4,0,0,2,1
6025,A,Colla_330,2,2,1,4,0
6026,A,Colla_330,2,1,1,4,0
6027,A,Colla_330,2,1,0,2,2
6028,A,Colla_330,2,1,1,4,0
6029,A,Colla_330,4,0,0,2,1
6030,A,Colla_330,2,2,1,4,0
6031,A,Colla_330,4,0,0,2,1
6032,A,Colla_330,2,2,1,4,0
6033,A,Colla_330,4,0,0,2,1
6034,A,Colla_331,2,1,1,4,0
6035,A,Colla_331,2,1,0,2,2
6036,A,Colla_331,2,1,1,4,0
6037,A,Colla_331,2,1,1,4,0
6038,A,Colla_331,4,0,0,2,1
6039,A,Colla_331,2,2,1,4,0
6040,A,Colla_331,2,1,0,2,2
6041,A,Colla_331,2,1,1,4,0
6042,A,Colla_331,4,0,0,2,1
6043,A,Colla_331,2,2,1,4,0
6044,A,Colla_331,2,1,0,2,2
6045,A,Colla_331,4,0,0,2,1
6046,A,Colla_331,4,0,0,2,1
6047,A,Colla_331,4,0,0,2,1
6048,A,Colla_331,4,0,0,2,1
6049,A,Colla_331,2,2,1,4,0
6050,A,Colla_332,2,1,1,4,0
6051,A,Colla_332,4,0,0,2,1
6052,A,Colla_332,2,1,0,2,2
6053,A,Colla_332,2,1,1,4,0
6054,A,Colla_332,4,0,0,2,1
6055,A,Colla_332,2,2,1,4,0
6056,A,Colla_332,4,0,0,2,1
6057,A,Colla_332,4,0,0,2,1
6058,A,Colla_332,2,2,1,4,0
6059,A,Colla_332,4,0,0,2,1
6060,A,Colla_332,2,1,0,2,2
6061,A,Colla_332,2,1,1,4,0
6062,A,Colla_332,4,0,0,2,1
6063,A,Colla_332,2,2,1,4,0
6064,A,Colla_332,2,1,1,4,0
6065,A,Colla_332,4,0,0,2,1
6066,A,Colla_333,2,1,1,4,0
6067,A,Colla_333,2,2,1,4,0
6068,A,Colla_333,2,2,1,4,0
6069,A,Colla_333,4,0,0,2,1
6070,A,Colla_333,2,1,1,4,0
6071,A,Colla_333,4,0,0,2,1
6072,A,Colla_333,2,1,1,4,0
6073,A,Colla_333,4,0,0,2,1
6074,A,Colla_333,4,0,0,2,1
6075,A,Colla_333,2,2,1,4,0
6076,A,Colla_333,2,1,0,2,2
6077,A,Colla_333,4,0,0,2,1
6078,A,Colla_333,4,0,0,2,1
6079,A,Colla_333,2,1,0,2,2
6080,A,Colla_333,2,1,0,2,2
6081,A,Colla_333,2,1,1,4,0
6082,A,Colla_334,2,1,0,2,2
6083,A,Colla_334,4,0,0,2,1
6084,A,Colla_334,4,0,0,2,1
6085,A,Colla_334,4,0,0,2,1
6086,A,Colla_334,4,0,0,2,1
6087,A,Colla_334,4,0,0,2,1
6088,A,Colla_334,2,2,1,4,0
6089,A,Colla_334,2,1,1,4,0
6090,A,Colla_334,2,1,0,2,2
6091,A,Colla_334,2,1,0,2,2
6092,A,Colla_334,2,2,1,4,0
6093,A,Colla_334,2,1,1,4,0
6094,A,Colla_334,4,0,0,2,1
6095,A,Colla_334,2,1,1,4,0
6096,A,Colla_334,2,1,1,4,0
6097,A,Colla_334,4,0,0,2,1
6098,A,Colla_335,2,1,0,2,2
6099,A,Colla_335,4,0,0,2,1
6100,A,Colla_335,4,0,0,2,1
6101,A,Colla_335,2,1,0,2,2
6102,A,Colla_335,4,0,0,2,1
6103,A,Colla_335,4,0,0,2,1
6104,A,Colla_335,2,2,1,4,0
6105,A,Colla_335,2,1,0,2,2
6106,A,Colla_335,2,1,0,2,2
6107,A,Colla_335,2,2,1,4,0
6108,A,Colla_335,4,0,0,2,1
6109,A,Colla_335,4,0,0,2,1
6110,A,Colla_335,2,1,1,4,0
6111,A,Colla_335,2,1,1,4,0
6112,A,Colla_335,2,1,1,4,0
6113,A,Colla_335,2,2,1,4,0
6114,A,Colla_336,2,1,1,4,0
6115,A,Colla_336,4,0,0,2,1
6116,A,Colla_336,4,0,0,2,1
6117,A,Colla_336,2,1,0,2,2
6118,A,Colla_336,4,0,0,2,1
6119,A,Colla_336,4,0,0,2,1
6120,A,Colla_336,2,1,1,4,0
6121,A,Colla_336,2,1,0,2,2
6122,A,Colla_336,2,1,0,2,2
6123,A,Colla_336,4,0,0,2,1
6124,A,Colla_336,2,2,1,4,0
6125,A,Colla_336,4,0,0,2,1
6126,A,Colla_336,2,1,1,4,0
6127,A,Colla_336,2,2,1,4,0
6128,A,Colla_336,4,0,0,2,1
6129,A,Colla_336,2,2,1,4,0
6130,A,Colla_337,2,1,1,4,0
6131,A,Colla_337,2,2,1,4,0
6132,A,Colla_337,4,0,0,2,1
6133,A,Colla_337,2,2,1,4,0
6134,A,Colla_337,4,0,0,2,1
6135,A,Colla_337,4,0,0,2,1
6136,A,Colla_337,4,0,0,2,1
6137,A,Colla_337,2,1,0,2,2
6138,A,Colla_337,2,1,0,2,2
6139,A,Colla_337,4,0,0,2,1
6140,A,Colla_337,2,1,0,2,2
6141,A,Colla_337,4,0,0,2,1
6142,A,Colla_337,2,1,0,2,2
6143,A,Colla_337,2,1,1,4,0
6144,A,Colla_337,2,2,1,4,0
6145,A,Colla_337,2,2,1,4,0
6146,A,Colla_338,4,0,0,2,1
6147,A,Colla_338,2,1,1,4,0
6148,A,Colla_338,4,0,0,2,1
6149,A,Colla_338,2,2,1,4,0
6150,A,Colla_338,4,0,0,2,1
6151,A,Colla_338,4,0,0,2,1
6152,A,Colla_338,2,1,0,2,2
6153,A,Colla_338,2,1,1,4,0
6154,A,Colla_338,4,0,0,2,1
6155,A,Colla_338,2,2,1,4,0
6156,A,Colla_338,2,1,1,4,0
6157,A,Colla_338,2,1,0,2,2
6158,A,Colla_338,2,2,1,4,0
6159,A,Colla_338,2,1,0,2,2
6160,A,Colla_338,4,0,0,2,1
6161,A,Colla_338,2,1,0,2,2
6162,A,Colla_339,4,0,0,2,1
6163,A,Colla_339,2,1,0,2,2
6164,A,Colla_339,4,0,0,2,1
6165,A,Colla_339,2,1,1,4,0
6166,A,TrackedColla_2_1,2,4,0,2,5
6167,A,Colla_339,4,0,0,2,1
6168,A,Colla_339,2,2,1,4,0
6169,A,Colla_339,4,0,0,2,1
6170,A,Colla_339,2,1,1,4,0
6171,A,Colla_339,2,1,1,4,0
6172,A,Colla_339,2,1,0,2,2
6173,A,Colla_339,2,2,1,4,0
6174,A,Colla_339,2,2,1,4,0
6175,A,Colla_339,4,0,0,2,1
6176,A,Colla_339,4,0,0,2,1
6177,A,Colla_339,2,1,0,2,2
6178,A,Colla_340,2,1,0,2,2
6179,A,Colla_340,2,1,0,2,2
6180,A,Colla_340,2,1,1,4,0
6181,A,Colla_340,2,2,1,4,0
6182,A,Colla_340,4,0,0,2,1
6183,A,Colla_340,2,2,1,4,0
6184,A,Colla_340,2,1,0,2,2
6185,A,Colla_340,4,0,0,2,1
6186,A,Colla_340,4,0,0,2,1
6187,A,Colla_340,4,0,0,2,1
6188,A,Colla_340,4,0,0,2,1
6189,A,Colla_340,2,1,0,2,2
6190,A,Colla_340,2,2,1,4,0
6191,A,Colla_340,2,2,1,4,0
6192,A,Colla_340,4,0,0,2,1
6193,A,Colla_340,2,1,1,4,0
6194,A,Colla_341,2,2,1,4,0
6195,A,Colla_341,2,2,1,4,0
6196,A,Colla_341,2,1,1,4,0
6197,A,Colla_341,2,1,1,4,0
6198,A,Colla_341,2,1,0,2,2
6199,A,Colla_341,4,0,0,2,1
6200,A,Colla_341,4,0,0,2,1
6201,A,Colla_341,2,1,1,4,0
6202,A,Colla_341,4,0,0,2,1
6203,A,Colla_341,2,2,1,4,0
6204,A,Colla_341,4,0,0,2,1
6205,A,Colla_341,4,0,0,2,1
6206,A,Colla_341,2,1,0,2,2
6207,A,Colla_341,4,0,0,2,1
6208,A,Colla_341,2,1,0,2,2
6209,A,Colla_341,2,2,1,4,0
6210,A,Colla_342,2,2,1,4,0
6211,A,Colla_342,4,0,0,2,1
6212,A,Colla_342,4,0,0,2,1
6213,A,Colla_342,2,1,1,4,0
6214,A,Colla_342,2,1,0,2,2
6215,A,Colla_342,4,0,0,2,1
6216,A,Colla_342,2,1,1,4,0
6217,A,Colla_342,2,1,1,4,0
6218,A,Colla_342,4,0,0,2,1
6219,A,Colla_342,4,0,0,2,1
6220,A,Colla_342,2,1,0,2,2
6221,A,Colla_342,2,2,1,4,0
6222,A,Colla_342,4,0,0,2,1
6223,A,Colla_342,4,0,0,2,1
6224,A,Colla_342,2,1,1,4,0
6225,A,Colla_342,2,2,1,4,0
6226,A,Colla_343,4,0,0,2,1
6227,A,Colla_343,4,0,0,2,1
6228,A,Colla_343,2,2,1,4,0
6229,A,Colla_343,4,0,0,2,1
6230,A,Colla_343,4,0,0,2,1
6231,A,Colla_343,2,2,1,4,0
6232,A,Colla_343,2,1,1,4,0
6233,A,Colla_343,2,1,0,2,2
6234,A,Colla_343,2,1,0,2,2
6235,A,Colla_343,2,1,1,4,0
6236,A,Colla_343,2,1,1,4,0
6237,A,Colla_343,2,2,1,4,0
6238,A,Colla_343,4,0,0,2,1
6239,A,Colla_343,2,1,1,4,0
6240,A,Colla_343,2,1,0,2,2
6241,A,Colla_343,4,0,0,2,1
6242,A,Colla_344,2,1,1,4,0
6243,A,Colla_344,4,0,0,2,1
6244,A,Colla_344,2,1,0,2,2
6245,A,Colla_344,4,0,0,2,1
6246,A,Colla_344,2,1,0,2,2
6247,A,Colla_344,2,2,1,4,0
6248,A,Colla_344,2,2,1,4,0
6249,A,Colla_344,2,2,1,4,0
6250,A,Colla_344,4,0,0,2,1
6251,A,Colla_344,2,2,1,4,0
6252,A,Colla_344,4,0,0,2,1
6253,A,Colla_344,4,0,0,2,1
6254,A,Colla_344,2,1,1,4,0
6255,A,Colla_344,2,1,0,2,2
6256,A,Colla_344,2,1,1,4,0
6257,A,Colla_344,4,0,0,2,1
6258,A,Colla_345,2,2,1,4,0
6259,A,Colla_345,2,2,1,4,0
6260,A,Colla_345,4,0,0,2,1
6261,A,Colla_345,2,1,0,2,2
6262,A,Colla_345,4,0,0,2,1
6263,A,Colla_345,2,1,1,4,0
6264,A,Colla_345,4,0,0,2,1
6265,A,Colla_345,4,0,0,2,1
6266,A,Colla_345,4,0,0,2,1
6267,A,Colla_345,2,2,1,4,0
6268,A,Colla_345,2,1,0,2,2
6269,A,Colla_345,2,2,1,4,0
6270,A,Colla_345,2,1,0,2,2
6271,A,Colla_345,2,1,1,4,0
6272,A,Colla_345,2,1,0,2,2
6273,A,Colla_345,4,0,0,2,1
6274,A,Colla_346,2,1,0,2,2
6275,A,Colla_346,2,1,1,4,0
6276,A,Colla_346,4,0,0,2,1
6277,A,Colla_346,4,0,0,2,1
6278,A,Colla_346,2,2,1,4,0
6279,A,Colla_346,4,0,0,2,1
6280,A,Colla_346,2,2,1,4,0
6281,A,Colla_346,2,1,0,2,2
6282,A,Colla_346,2,1,0,2,2
6283,A,Colla_346,4,0,0,2,1
6284,A,Colla_346,4,0,0,2,1
6285,A,Colla_346,2,2,1,4,0
6286,A,Colla_346,2,1,0,2,2
6287,A,Colla_346,2,1,1,4,0
6288,A,Colla_346,2,2,1,4,0
6289,A,Colla_346,4,0,0,2,1
6290,A,Colla_347,4,0,0,2,1
6291,A,Colla_347,2,1,0,2,2
6292,A,Colla_347,4,0,0,2,1
6293,A,Colla_347,2,1,0,2,2
6294,A,Colla_347,4,0,0,2,1
6295,A,Colla_347,2,1,0,2,2
6296,A,Colla_347,2,2,1,4,0
6297,A,Colla_347,2,2,1,4,0
6298,A,Colla_347,4,0,0,2,1
6299,A,Colla_347,2,1,1,4,0
6300,A,Colla_347,2,1,1,4,0
6301,A,Colla_347,2,1,1,4,0
6302,A,Colla_347,2,2,1,4,0
